Id,SalePrice
1461,114069.54522665584
1462,161769.32483629085
1463,172437.32336144825
1464,187235.86516123204
1465,210082.70937290572
1466,166633.89598123654
1467,170569.1649123699
1468,159051.0662029454
1469,200334.90239006784
1470,121417.19288950869
1471,181913.87507094993
1472,100788.38373088797
1473,100370.83705374155
1474,148252.79919205376
1475,114684.60657921481
1476,359546.791953219
1477,256573.5656729602
1478,318918.30623745156
1479,319526.9247414578
1480,474392.69923906
1481,333247.7814641921
1482,220323.5344407886
1483,176456.61693619427
1484,174912.021926153
1485,186687.45505092913
1486,194756.4971805673
1487,348351.902253624
1488,239983.39404136193
1489,195577.24288157106
1490,220030.48314888377
1491,193471.57659066436
1492,91004.31358818417
1493,183788.5599188317
1494,285323.291397318
1495,291948.62264911085
1496,233708.31840438582
1497,186379.6325073189
1498,178289.80110952343
1499,162673.54131291757
1500,154075.73798826121
1501,177722.2217091249
1502,157789.1744002326
1503,259444.94969836867
1504,242772.12017864632
1505,220387.96949628586
1506,198947.81920123435
1507,242633.1668714368
1508,208612.24427621206
1509,171906.48348973054
1510,145659.1455908226
1511,156995.0151169513
1512,169032.30267040772
1513,153424.44659942263
1514,134314.3594756806
1515,176709.7531480604
1516,156385.43365173345
1517,159499.54884350323
1518,140260.15468688452
1519,207348.70315483373
1520,135421.68458668332
1521,136421.47971096876
1522,176201.91098558917
1523,118927.0558909108
1524,123917.15524760624
1525,123692.32992391537
1526,111049.19360815025
1527,112568.16892559364
1528,128740.01629950873
1529,158460.42232643985
1530,165600.11782805168
1531,115180.39742398645
1532,93809.98784550787
1533,148982.32391603326
1534,122013.30316808577
1535,132198.46700361485
1536,110411.70616580323
1537,61402.34631634263
1538,135090.9311659984
1539,196976.94564524945
1540,100366.21211730411
1541,138274.76908963246
1542,148189.15678881833
1543,171306.72350270173
1544,81126.28557200411
1545,113878.36960923375
1546,144160.38328255064
1547,124472.72046761568
1548,139627.7776911818
1549,120946.20388185057
1550,141314.43467796282
1551,110620.40388452436
1552,134959.54380550655
1553,130959.97513746435
1554,120966.05477406947
1555,168409.3141050074
1556,97054.19315535054
1557,105068.1050529037
1558,110575.4712039647
1559,82948.01253933711
1560,138808.74289411827
1561,120859.6955273176
1562,129137.21023885175
1563,121617.87106253661
1564,157740.64797543807
1565,150740.57251179742
1566,233961.41904700364
1567,84943.70157798364
1568,249768.06920981762
1569,129297.14391672773
1570,136039.932318602
1571,115093.2069942016
1572,131510.68394320217
1573,229334.2271466258
1574,137998.4378115494
1575,230599.72269556776
1576,233714.2061604338
1577,191633.9364984265
1578,145276.64896061266
1579,143647.81493190624
1580,201207.833552433
1581,136846.80188760313
1582,126151.3742828908
1583,272503.82299825863
1584,216250.07173714673
1585,134283.42376648655
1586,60997.82863144963
1587,109391.50842695194
1588,157191.8803905991
1589,95215.62424056024
1590,134086.78016491394
1591,98855.19720796541
1592,112319.08154855359
1593,126132.72267110473
1594,118078.91169899412
1595,125267.06392155735
1596,233559.12828618428
1597,203436.9686092173
1598,223693.33961381787
1599,176425.04557672507
1600,176896.76283663145
1601,66470.20496011774
1602,119666.88085249456
1603,70992.2497672672
1604,265090.45293926727
1605,243121.69166813372
1606,165256.70621149018
1607,182293.85326148052
1608,216454.50737913145
1609,182147.30287879996
1610,144723.83005814083
1611,139798.43690930307
1612,178713.07742802383
1613,156682.8501789221
1614,120838.30447898932
1615,91457.83991280988
1616,87475.43201759829
1617,95239.11072822397
1618,127851.58568679198
1619,128015.07467652815
1620,171559.7765632414
1621,136828.78051216382
1622,149467.70708572242
1623,269802.0567862194
1624,212254.7308526929
1625,122611.11778410997
1626,165405.61875657277
1627,191638.1488633698
1628,289792.3660509745
1629,185702.01223578476
1630,334864.71550785896
1631,245014.66942676343
1632,247101.7427899761
1633,176275.89632645974
1634,183831.13284019666
1635,174717.08273831086
1636,157712.93553335752
1637,190838.6060189118
1638,174589.84896474902
1639,177902.27101395043
1640,245531.01405278518
1641,189292.0605924657
1642,254037.46446487345
1643,219750.9537687167
1644,242404.2725249635
1645,182695.7688983457
1646,162426.2687029575
1647,168018.0058815563
1648,132232.10013778505
1649,139059.0101465821
1650,107314.0140186691
1651,116459.5163868797
1652,101753.38654804004
1653,101215.92679923178
1654,154510.52146987917
1655,143279.22491370726
1656,150857.91245263434
1657,156549.5941271573
1658,159619.4317335676
1659,122169.08732836113
1660,145601.8174139365
1661,394061.31590012263
1662,398087.0645069539
1663,375740.0274610799
1664,464765.0249097622
1665,310354.7664277982
1666,328666.64267133834
1667,363474.42245408084
1668,365244.1897424954
1669,325321.3823878528
1670,354007.2285126303
1671,258474.14939204798
1672,411847.219546245
1673,282260.65525855636
1674,241373.07171696585
1675,196445.76513021986
1676,187489.87676975943
1677,201816.7465091549
1678,446306.04696614365
1679,393961.96410653956
1680,327375.6024531001
1681,249908.16425881413
1682,315589.3641518386
1683,189532.5406372312
1684,171353.41567518908
1685,174649.37277041742
1686,179908.6678164688
1687,175650.04792902537
1688,190341.5386385596
1689,193266.0288028729
1690,196329.81333003717
1691,185868.80486270782
1692,265370.11437622097
1693,182991.69530536822
1694,179547.57898197634
1695,167158.21982986853
1696,270084.4065034529
1697,165227.26627693124
1698,330842.54624795157
1699,325950.1074503431
1700,256230.62285002295
1701,276326.75246839796
1702,240702.12672450562
1703,227981.56663321587
1704,268148.72624447953
1705,248104.8992532598
1706,321845.51086554833
1707,220355.25195826986
1708,201142.77397059056
1709,258137.496671754
1710,232989.7817657909
1711,271619.40233330283
1712,256872.04765699897
1713,265005.16251529055
1714,223332.7004499466
1715,215738.87964460277
1716,174253.5056817674
1717,179335.5560505904
1718,137128.40306201667
1719,216919.1138353811
1720,255340.82755390886
1721,156405.54301426272
1722,121224.09975579378
1723,150700.65476867586
1724,210819.98324302264
1725,240240.80036275115
1726,195056.75263779398
1727,155146.25688273986
1728,179967.75180163916
1729,167923.95920248987
1730,140096.47516047544
1731,126949.79208419379
1732,128404.11483875384
1733,113788.31985483781
1734,125219.07459147453
1735,127963.46615550372
1736,112389.3815540315
1737,283281.0315201343
1738,232602.24843358752
1739,232907.5203728528
1740,203437.00309356218
1741,178766.0554343928
1742,175421.8888543203
1743,181636.86674972367
1744,311425.8561588728
1745,229819.78205366927
1746,208741.90890259607
1747,223332.18471120222
1748,199292.2473355036
1749,157532.815044912
1750,129699.57153901139
1751,235941.1218729765
1752,114815.62608144237
1753,152037.7774271588
1754,191961.07189206366
1755,173310.21489375317
1756,118461.52331776246
1757,120716.01271497701
1758,151955.49299613087
1759,154820.67912460509
1760,157553.8785185085
1761,131151.53758139245
1762,186592.03722020905
1763,208859.74644344594
1764,121102.56441267159
1765,175678.7110434155
1766,182286.67883540163
1767,190560.47820390295
1768,135196.36378579927
1769,169351.35741752246
1770,143714.43656638684
1771,129919.91624442428
1772,146626.97238075
1773,120289.41259019363
1774,161949.30621608836
1775,150329.36263098932
1776,132834.56419042402
1777,110851.82796465386
1778,133459.7708729673
1779,123975.52610556083
1780,168801.92153393407
1781,135006.44396151835
1782,87194.60752224189
1783,136268.57748169568
1784,102520.41561776862
1785,130621.04608735585
1786,148108.18654798623
1787,166767.06070132952
1788,59393.864412841394
1789,98693.83393802184
1790,81534.31214021305
1791,185817.73347560468
1792,148690.64507388318
1793,126782.34788866962
1794,146670.109208383
1795,138881.55419648436
1796,138783.48216247687
1797,113862.98802011847
1798,128523.5789676149
1799,109940.89876976647
1800,147761.34653877432
1801,116193.0088365964
1802,136154.15549178683
1803,161348.41649787393
1804,133028.27932051444
1805,133701.73579927598
1806,122811.23916599456
1807,131200.7599128682
1808,116488.46690477268
1809,119670.72539148414
1810,132433.72363851807
1811,94353.61218395556
1812,101632.23538594267
1813,122928.42369675562
1814,100219.31921392087
1815,57177.22811705763
1816,95485.93938467823
1817,127039.35894135582
1818,159874.05616411986
1819,134047.59358242038
